date,time,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
07/19/2017,22:15:00,27.01,.97,8.2,10.12,127.35,-.19,4.13,1,12.45
07/19/2017,22:30:00,26.99,.97,8.12,9.9,124.54,-.38,3.13,.99,12.55
07/19/2017,22:45:00,26.98,.97,8.13,9.94,125.01,-.2,3.71,.94,12.49
07/19/2017,23:00:00,26.97,.97,8.14,9.93,124.87,-.34,3.67,.94,12.46
07/19/2017,23:15:00,26.95,.97,8.1,9.85,123.78,-.24,3.87,.98,12.46
07/19/2017,23:30:00,26.95,.97,8.03,9.72,122.19,-.21,3.7,.92,12.45
07/19/2017,23:45:00,26.92,.97,8.02,9.65,121.26,.02,3.76,.89,12.46
07/20/2017,00:00:00,26.92,.97,8.03,9.65,121.21,-.19,3.8,.91,12.53
07/20/2017,00:15:00,26.9,.97,8.02,9.64,121.03,-.34,3.78,.94,12.42
07/20/2017,00:30:00,26.89,.97,8.03,9.65,121.12,-.16,3.76,.9,12.4
07/20/2017,00:45:00,26.87,.97,8.03,9.64,120.98,.39,3.83,1.01,12.44
07/20/2017,01:00:00,26.86,.97,8.01,9.6,120.42,-.33,3.64,.87,12.43
07/20/2017,01:15:00,26.81,.97,7.98,9.57,119.96,-.47,3.53,1.02,12.38
07/20/2017,01:30:00,26.8,.97,7.97,9.55,119.74,-.44,3.39,.84,12.38
07/20/2017,01:45:00,26.8,.97,7.95,9.46,118.59,-.51,3.21,.77,12.38
07/20/2017,02:00:00,26.77,.97,7.97,9.49,118.92,-.47,3.35,.78,12.37
07/20/2017,02:15:00,26.76,.97,7.95,9.46,118.53,-.39,3.36,.83,12.38
07/20/2017,02:30:00,26.75,.97,7.93,9.41,117.82,-.64,4.46,.87,12.37
07/20/2017,02:45:00,26.73,.98,7.93,9.44,118.16,-.36,3.07,.75,12.36
07/20/2017,03:00:00,26.73,.98,7.96,9.52,119.16,-.52,3.01,.85,12.36
07/20/2017,03:15:00,26.72,.98,7.93,9.49,118.76,-.04,3.37,.68,12.34
07/20/2017,03:30:00,26.71,.98,7.96,9.52,119.13,-.33,3.15,.68,12.35
07/20/2017,03:45:00,26.69,.98,7.95,9.51,119.04,-.52,3.21,.84,12.39
07/20/2017,04:00:00,26.68,.98,7.91,9.43,118.02,-.49,3.05,.7,12.35
07/20/2017,04:15:00,26.67,.98,7.91,9.45,118.16,-.39,3.06,.79,12.34
07/20/2017,04:30:00,26.66,.98,7.87,9.35,116.95,.1,4.05,.76,12.35
07/20/2017,04:45:00,26.64,.99,7.87,9.36,117.03,-.2,3.06,.72,12.34
07/20/2017,05:00:00,26.64,.99,7.85,9.32,116.55,-.25,3.2,.88,12.33
07/20/2017,05:15:00,26.61,.99,7.78,9.2,114.9,-.22,3.23,.68,12.35
07/20/2017,05:30:00,26.61,.99,7.76,9.1,113.66,.06,3.23,.81,12.33
07/20/2017,05:45:00,26.58,.99,7.77,9.1,113.64,-.44,2.81,.67,12.33
07/20/2017,06:00:00,26.58,.99,7.76,9.09,113.48,-.53,3.01,.68,12.28
07/20/2017,06:15:00,26.57,.99,7.78,9.14,114.15,-.55,3.04,.67,12.35
07/20/2017,06:30:00,26.56,.99,7.76,9.13,113.92,-.33,3.14,.82,12.34
07/20/2017,06:45:00,26.54,.99,7.77,9.12,113.78,-.49,3.14,.78,12.34
07/20/2017,07:00:00,26.51,.99,7.76,9.09,113.39,-.59,3.14,.87,12.3
07/20/2017,07:15:00,26.52,.99,7.75,9.08,113.23,-.52,3.21,.73,12.41
07/20/2017,07:30:00,26.52,.99,7.73,9.06,113.03,-.31,3.53,.82,12.3
07/20/2017,07:45:00,26.52,1,7.71,9.06,113.02,-.33,3.39,.92,12.35
07/20/2017,08:00:00,26.53,1,7.76,9.18,114.59,-.46,3.53,.97,12.37
07/20/2017,08:15:00,26.53,1,7.8,9.26,115.49,-.24,3.16,1,12.36
07/20/2017,08:30:00,26.53,1,7.8,9.22,115.07,-.15,3.72,1.05,12.35
07/20/2017,08:45:00,26.58,1,7.9,9.48,118.33,-.19,4.23,1.19,12.38
07/20/2017,09:00:00,26.67,.99,8.03,9.74,121.88,-.49,3.89,1.28,12.39
07/20/2017,09:15:00,26.81,.99,8.16,9.98,125.2,-.26,3.7,1.08,12.49
07/20/2017,09:30:00,26.92,1,8.26,10.17,127.83,-.17,3.62,1.08,12.55
07/20/2017,09:45:00,27.09,.99,8.33,10.31,129.9,-.26,3.79,1.17,12.51
07/20/2017,10:00:00,27.07,.99,8.28,10.13,127.6,-.5,2.95,.87,12.54
07/20/2017,10:15:00,27.12,.99,8.34,10.34,130.44,-.32,3.66,1.13,12.57
07/20/2017,10:30:00,27.23,.99,8.36,10.42,131.65,-.43,3.86,1.26,12.58
07/20/2017,10:45:00,27.31,.99,8.39,10.47,132.41,-.53,3.33,1.03,12.62
07/20/2017,11:00:00,27.55,1,8.45,10.65,135.33,-.49,3,.97,12.6
07/20/2017,11:15:00,27.74,1,8.51,10.75,137.02,-.6,3.19,1.09,12.68
07/20/2017,11:30:00,27.93,.99,8.59,10.97,140.35,-.54,2.82,.9,12.69
07/20/2017,11:45:00,28.04,.99,8.66,11.2,143.54,-.54,3.34,1.1,12.71
07/20/2017,12:00:00,28.11,.99,8.7,11.4,146.29,-.34,3.71,1.27,12.71
07/20/2017,12:15:00,28.01,.99,8.63,11.12,142.46,-.34,3.28,1.09,12.71
07/20/2017,12:30:00,27.86,.98,8.52,10.79,137.85,-.67,2.93,.91,12.79
07/20/2017,12:45:00,27.75,.97,8.46,10.61,135.24,-.53,2.68,.89,12.77
07/20/2017,13:00:00,27.6,.95,8.45,10.61,134.95,-.52,3.11,.94,12.71
07/20/2017,13:15:00,27.61,.95,8.47,10.67,135.76,-.55,3.1,.92,12.77
07/20/2017,13:30:00,27.61,.96,8.49,10.76,136.8,-.5,3.29,.95,12.79
07/20/2017,13:45:00,27.67,.95,8.55,10.89,138.7,-.44,3.38,1.01,12.71
07/20/2017,14:00:00,27.51,.95,8.49,10.82,137.33,-.36,3.71,1.1,12.91
07/20/2017,14:15:00,27.62,.95,8.51,10.84,137.95,-.4,3.44,1.03,12.7
07/20/2017,14:30:00,27.73,.96,8.58,11.05,140.84,-.34,3.77,1.2,12.85
07/20/2017,14:45:00,27.59,.95,8.56,10.98,139.62,-.22,3.95,1.1,12.78
07/20/2017,15:00:00,27.7,.95,8.6,11.12,141.63,-.29,3.8,1.15,12.91
07/20/2017,15:15:00,27.83,.95,8.63,11.18,142.77,-.49,3.72,1.1,12.72
07/20/2017,15:30:00,27.78,.95,8.62,11.15,142.25,-.23,3.67,1.11,12.74
07/20/2017,15:45:00,27.77,.95,8.59,11.08,141.28,-.41,3.36,1,12.7
07/20/2017,16:00:00,27.89,.96,8.63,11.2,143.13,-.22,3.67,1.15,12.85
07/20/2017,16:15:00,27.95,.96,8.65,11.26,144.03,-.2,3.78,1.12,12.74
07/20/2017,16:30:00,27.92,.96,8.65,11.21,143.42,-.19,3.75,1.13,12.73
07/20/2017,16:45:00,27.83,.96,8.61,11.16,142.47,-.23,3.67,1.09,12.78
07/20/2017,17:00:00,27.95,.96,8.68,11.32,144.83,-.29,3.81,1.14,12.76
07/20/2017,17:15:00,27.97,.96,8.69,11.35,145.3,-.1,3.77,1.14,12.78
07/20/2017,17:30:00,27.84,.96,8.64,11.12,142.07,-.39,3.69,1.11,12.7
07/20/2017,17:45:00,27.86,.96,8.64,11.09,141.7,-.06,3.78,1.09,12.68
07/20/2017,18:00:00,27.76,.96,8.6,10.96,139.78,-.25,3.63,1.03,12.62
07/20/2017,18:15:00,27.6,.96,8.5,10.7,136.09,-.3,3.78,1.03,12.6
07/20/2017,18:30:00,27.51,.96,8.42,10.55,133.97,-.48,3.6,.9,12.57
07/20/2017,18:45:00,27.55,.96,8.46,10.63,135.02,-.21,3.82,.99,12.54
07/20/2017,19:00:00,27.48,.96,8.38,10.48,132.97,-.42,3.59,.95,12.57
07/20/2017,19:15:00,27.46,.96,8.36,10.44,132.41,-.24,3.22,.81,12.52
07/20/2017,19:30:00,27.44,.96,8.34,10.37,131.5,-.46,3.27,.83,12.5
07/20/2017,19:45:00,27.45,.96,8.33,10.35,131.22,-.3,4.24,.94,12.54
07/20/2017,20:00:00,27.43,.96,8.34,10.33,130.95,-.48,5.56,.93,12.5
07/20/2017,20:15:00,27.46,.96,8.36,10.31,130.79,-.3,3.58,.9,12.57
07/20/2017,20:30:00,27.41,.95,8.31,10.23,129.65,-.43,4.18,.96,12.5
07/20/2017,20:45:00,27.4,.96,8.33,10.27,130.15,-.34,3.47,.91,12.5
07/20/2017,21:00:00,27.38,.95,8.27,10.16,128.67,-.36,3.49,.89,12.47
07/20/2017,21:15:00,27.37,.95,8.27,10.1,127.9,-.14,4.09,.91,12.46
07/20/2017,21:30:00,27.36,.96,8.29,10.06,127.41,-.53,3.23,.92,12.49
07/20/2017,21:45:00,27.34,.95,8.25,9.98,126.32,-.59,3.57,.91,12.46
07/20/2017,22:00:00,27.33,.95,8.24,9.97,126.17,.17,3.56,.89,12.45
07/20/2017,22:15:00,27.32,.95,8.23,9.94,125.74,-.65,3.62,.91,12.46
07/20/2017,22:30:00,27.3,.95,8.17,9.87,124.81,-.5,3.12,.82,12.46
07/20/2017,22:45:00,27.29,.95,8.16,9.81,124.1,-.24,2.77,.84,12.45
07/20/2017,23:00:00,27.28,.95,8.15,9.78,123.7,-.43,3.19,.8,12.46
07/20/2017,23:15:00,27.26,.95,8.17,9.8,123.91,-.93,3,.81,12.43
07/20/2017,23:30:00,27.25,.95,8.12,9.69,122.42,-.75,3.24,.74,12.43
07/20/2017,23:45:00,27.24,.95,8.08,9.6,121.34,-.56,2.75,.78,12.38
07/21/2017,00:00:00,27.23,.95,8.02,9.39,118.67,-.72,2.62,.72,12.41
07/21/2017,00:15:00,27.22,.95,8.05,9.48,119.79,-.36,2.72,.73,12.38
07/21/2017,00:30:00,27.22,.95,8.06,9.5,119.93,-.44,3.02,.71,12.35
07/21/2017,00:45:00,27.2,.95,8.08,9.58,120.93,-.85,2.6,1.2,12.4
07/21/2017,01:00:00,27.2,.95,8.06,9.53,120.28,-.84,2.79,.69,12.38
07/21/2017,01:15:00,27.19,.95,8.03,9.47,119.58,-.75,2.78,.71,12.39
07/21/2017,01:30:00,27.17,.95,8.04,9.51,119.97,-.64,2.77,.65,12.37
07/21/2017,01:45:00,27.16,.96,8.01,9.43,118.96,-.69,2.73,.61,12.37
07/21/2017,02:00:00,27.14,.96,7.84,9.01,113.61,-1.07,2.5,.61,12.38
07/21/2017,02:15:00,27.12,.96,7.93,9.23,116.35,-.74,2.51,.57,12.37
07/21/2017,02:30:00,27.11,.96,7.83,8.95,112.79,-.92,2.24,.53,12.36
07/21/2017,02:45:00,27.09,.96,7.86,9.07,114.25,-.81,2.33,.58,12.36
07/21/2017,03:00:00,27.06,.96,7.86,9.06,114.06,.55,2.56,.55,12.39
07/21/2017,03:15:00,27.05,.96,7.87,9.08,114.29,-.93,2.47,.64,12.35
07/21/2017,03:30:00,27.04,.96,7.88,9.12,114.87,-.96,2.3,.51,12.35
07/21/2017,03:45:00,27.03,.96,7.87,9.11,114.64,-.86,2.64,.59,12.35
07/21/2017,04:00:00,27.02,.96,7.85,9.05,113.87,-.94,2.34,.54,12.35
07/21/2017,04:15:00,27,.96,7.85,9.05,113.82,-.94,2.64,.6,12.36
07/21/2017,04:30:00,26.95,.96,7.79,8.9,111.87,-1.01,2.45,.61,12.34
07/21/2017,04:45:00,26.96,.96,7.78,8.87,111.5,-1.1,2.22,.59,12.28
07/21/2017,05:00:00,26.93,.96,7.72,8.7,109.35,-1.1,2.22,.49,12.34
07/21/2017,05:15:00,26.92,.96,7.67,8.63,108.42,-.36,2.05,.54,12.35
07/21/2017,05:30:00,26.87,.97,7.73,8.78,110.22,-.9,2.33,.56,12.35
07/21/2017,05:45:00,26.87,.97,7.73,8.77,110.13,-.92,2.33,.59,12.43
07/21/2017,06:00:00,26.84,.97,7.69,8.63,108.24,-.99,2.22,.55,12.35
07/21/2017,06:15:00,26.84,.97,7.7,8.66,108.6,-1.22,2.14,.58,12.33
07/21/2017,06:30:00,26.82,.97,7.67,8.58,107.57,-1.01,2.16,.45,12.35
07/21/2017,06:45:00,26.8,.97,7.68,8.62,108.01,-.99,2.2,.49,12.35
07/21/2017,07:00:00,26.78,.97,7.65,8.55,107.12,-1.1,2.06,.53,12.35
07/21/2017,07:15:00,26.77,.98,7.72,8.75,109.66,-.79,2.35,.54,12.35
07/21/2017,07:30:00,26.76,.98,7.74,8.8,110.24,-.57,2.29,.58,12.33
07/21/2017,07:45:00,26.74,.98,7.71,8.76,109.65,-.98,2.09,.56,12.39
07/21/2017,08:00:00,26.72,.98,7.72,8.87,111.09,-.81,2.27,.6,12.33
07/21/2017,08:15:00,26.68,.98,7.75,8.92,111.61,-.96,2.3,.61,12.33
07/21/2017,08:30:00,26.71,.98,7.81,9,112.7,-.85,2.21,.59,12.35
07/21/2017,08:45:00,26.72,.98,7.81,8.98,112.44,-.81,2.45,.6,12.3
07/21/2017,09:00:00,26.77,.97,7.84,9.04,113.29,-.97,2.17,.62,12.35
07/21/2017,09:15:00,26.78,.97,7.84,9.07,113.66,-.78,2.04,.59,12.46
07/21/2017,09:30:00,26.79,.98,7.82,8.97,112.38,-.82,2.11,.58,12.45
07/21/2017,09:45:00,26.87,.98,7.86,9.09,114.06,-.84,2.2,.62,12.45
07/21/2017,10:00:00,26.99,.98,7.89,9.14,115.03,-.68,2.09,.67,12.61
07/21/2017,10:15:00,27.06,.98,7.92,9.21,116.06,-.97,2.09,.63,12.46
07/21/2017,10:30:00,26.99,.98,7.9,9.2,115.72,-.68,2.09,.65,12.46
07/21/2017,10:45:00,27.02,.98,7.93,9.3,117.1,-.78,2.16,.7,12.57
07/21/2017,11:00:00,27.06,.98,7.93,9.24,116.4,-.77,2.08,.61,12.55
07/21/2017,11:15:00,27.1,.98,7.9,9.18,115.75,-.87,1.95,.59,12.55
07/21/2017,11:30:00,27.1,.98,7.9,9.19,115.82,-.84,1.87,.58,12.57
07/21/2017,11:45:00,27.16,.99,7.87,9.1,114.89,-.89,1.89,.6,12.69
07/21/2017,12:00:00,27.46,.99,8.06,9.5,120.55,-.9,1.79,.52,12.68
07/21/2017,12:15:00,27.6,.99,8.04,9.43,119.91,-1.04,1.8,.53,12.68
07/21/2017,12:30:00,27.53,.99,8,9.37,118.96,-.9,1.69,.52,12.71
07/21/2017,12:45:00,27.9,.99,8.09,9.48,121.16,-1.23,1.65,.53,12.71
07/21/2017,13:00:00,28.26,.99,8.08,9.32,119.9,-1.01,1.76,.52,12.8
07/21/2017,13:15:00,28.34,.99,8.11,9.35,120.53,-1.15,1.88,.56,12.71
07/21/2017,13:30:00,28.34,.99,8.18,9.5,122.37,-.95,1.75,.53,12.89
07/21/2017,13:45:00,28.35,.99,8.31,9.84,126.78,-1.04,1.68,.52,12.82
07/21/2017,14:00:00,28.54,.99,8.34,9.91,128.12,-1.21,1.7,.5,12.83
07/21/2017,14:15:00,28.5,.99,8.44,10.21,131.94,-1.15,1.69,.51,12.82
07/21/2017,14:30:00,28.47,.99,8.28,9.85,127.19,-1.06,1.61,.48,12.83
07/21/2017,14:45:00,28.4,.99,8.28,9.84,126.99,-1.13,1.54,.43,12.85
07/21/2017,15:00:00,28.45,.99,8.29,9.89,127.72,-1.13,1.6,.44,12.78
07/21/2017,15:15:00,28.33,.99,8.28,9.91,127.67,-.95,1.6,.48,12.91
07/21/2017,15:30:00,28.64,.99,8.32,10.02,129.76,-.92,1.6,.45,12.85
07/21/2017,15:45:00,28.83,.99,8.36,10.09,131.17,-.93,1.56,.46,12.87
07/21/2017,16:00:00,28.63,.99,8.32,10.02,129.71,-1.05,1.64,.43,12.85
07/21/2017,16:15:00,28.61,.99,8.32,9.99,129.38,-1.04,1.71,.47,12.87
07/21/2017,16:30:00,28.78,.99,8.3,9.93,128.93,-1.19,1.69,.47,12.83
07/21/2017,16:45:00,28.6,.99,8.28,9.94,128.65,-1.04,1.71,.48,12.88
07/21/2017,17:00:00,28.73,.99,8.31,9.98,129.49,-1.05,1.73,.46,12.94
07/21/2017,17:15:00,28.69,.99,8.32,10,129.67,-.99,1.75,.47,12.78
07/21/2017,17:30:00,28.44,.99,8.25,9.96,128.53,-.95,1.77,.48,12.82
07/21/2017,17:45:00,28.3,.97,8.31,10.07,129.67,-.92,2.05,.52,12.91
07/21/2017,18:00:00,28.31,.97,8.29,10.08,129.8,-.98,1.88,.53,12.82
07/21/2017,18:15:00,28.32,.97,8.3,10.07,129.74,-.77,1.97,.52,12.79
07/21/2017,18:30:00,28.3,.97,8.3,10.07,129.66,-.87,1.96,.48,12.79
07/21/2017,18:45:00,28.33,.97,8.31,10.04,129.39,-.9,2.06,.48,12.8
07/21/2017,19:00:00,28.36,.97,8.32,10.03,129.34,-.82,1.89,.47,12.69
07/21/2017,19:15:00,28.14,.99,8.14,9.79,125.66,-.87,1.94,.47,12.68
07/21/2017,19:30:00,28.14,.98,8.11,9.71,124.72,-.77,1.9,.5,12.62
07/21/2017,19:45:00,27.97,.97,8.14,9.75,124.77,-.95,2.18,.49,12.62
07/21/2017,20:00:00,28,.98,8.14,9.71,124.31,-.81,1.93,.49,12.54
07/21/2017,20:15:00,28,.98,8.16,9.66,123.78,-.97,2,.48,12.57
07/21/2017,20:30:00,27.93,.98,8.07,9.55,122.22,-.96,2.13,.48,12.54
07/21/2017,20:45:00,27.89,.98,8.04,9.48,121.23,-.98,1.94,.49,12.53
07/21/2017,21:00:00,27.85,.98,8.04,9.49,121.23,-1.01,2.06,.52,12.52
07/21/2017,21:15:00,27.83,.98,8.03,9.46,120.8,-1.01,1.94,.52,12.52
07/21/2017,21:30:00,27.82,.98,7.94,9.26,118.21,-.9,1.91,.48,12.53
07/21/2017,21:45:00,27.78,.98,7.96,9.3,118.62,-.79,1.94,.5,12.51
07/21/2017,22:00:00,27.77,.98,7.92,9.16,116.84,-.92,1.96,.5,12.5
07/21/2017,22:15:00,27.7,.98,7.91,9.12,116.17,-.74,1.59,.48,12.55
07/21/2017,22:30:00,27.73,.98,7.88,9.1,116.03,-.87,1.96,.54,12.45
07/21/2017,22:45:00,27.66,.98,7.9,9.14,116.3,-1.11,1.96,.49,12.45
07/21/2017,23:00:00,27.67,.98,7.9,9.12,116.14,-1.12,2.01,.48,12.48
07/21/2017,23:15:00,27.66,.98,7.9,9.13,116.25,-1.2,2.06,.52,12.5
07/21/2017,23:30:00,27.65,.98,7.88,9.08,115.61,-1.05,1.91,.53,12.46
07/21/2017,23:45:00,27.63,.99,7.86,9.05,115.16,-1.14,1.81,.46,12.45
07/22/2017,00:00:00,27.6,.99,7.8,8.88,112.97,-1.02,1.72,.45,12.46
07/22/2017,00:15:00,27.57,.99,7.79,8.84,112.35,-1.16,2.8,.43,12.46
07/22/2017,00:30:00,27.56,.99,7.78,8.8,111.78,-1.33,1.95,.41,12.52
07/22/2017,00:45:00,27.53,.99,7.77,8.81,111.89,-1.11,1.68,.47,12.45
07/22/2017,01:00:00,27.48,.99,7.74,8.72,110.62,-1.33,1.66,.43,12.46
07/22/2017,01:15:00,27.47,.99,7.72,8.76,111.15,-1.22,1.65,.43,12.46
07/22/2017,01:30:00,27.48,.99,7.7,8.68,110.13,-1.03,1.6,.42,12.44
07/22/2017,01:45:00,27.44,.99,7.7,8.69,110.18,-1.14,1.52,.39,12.45
07/22/2017,02:00:00,27.44,1,7.7,8.69,110.17,-.95,1.75,.42,12.43
07/22/2017,02:15:00,27.41,.99,7.69,8.6,109.03,-1.02,1.64,.43,12.46
07/22/2017,02:30:00,27.39,.99,7.66,8.53,108.13,-1.21,1.57,.37,12.4
07/22/2017,02:45:00,27.34,1,7.67,8.56,108.3,-1.31,1.59,.42,12.44
07/22/2017,03:00:00,27.32,.99,7.66,8.51,107.68,-1.09,1.62,.43,12.4
07/22/2017,03:15:00,27.34,1,7.66,8.52,107.86,-1.19,1.49,.42,12.41
07/22/2017,03:30:00,27.32,1,7.62,8.43,106.7,-1.27,1.55,.39,12.4
07/22/2017,03:45:00,27.3,1,7.61,8.39,106.15,-1.36,1.47,.38,12.39
07/22/2017,04:00:00,27.27,1,7.61,8.36,105.75,-1.37,1.57,.4,12.38
07/22/2017,04:15:00,27.25,1,7.6,8.33,105.23,-1.02,1.59,.38,12.38
07/22/2017,04:30:00,27.25,1.01,7.59,8.28,104.64,-1.19,2.25,.39,12.38
07/22/2017,04:45:00,27.22,1.01,7.61,8.3,104.86,-1.5,1.54,.43,12.39
07/22/2017,05:00:00,27.22,1.01,7.62,8.31,105.01,-1.5,1.56,.4,12.34
07/22/2017,05:15:00,27.21,1.01,7.62,8.29,104.74,-1.34,1.47,.4,12.38
07/22/2017,05:30:00,27.19,1.01,7.63,8.34,105.35,-1.45,1.19,.39,12.36
07/22/2017,05:45:00,27.17,1.01,7.59,8.22,103.78,-1.16,1.39,.42,12.41
07/22/2017,06:00:00,27.16,1.01,7.61,8.26,104.28,-1.47,1.56,.33,12.38
07/22/2017,06:15:00,27.15,1.01,7.6,8.25,104.16,-1.06,1.57,.36,12.37
07/22/2017,06:30:00,27.12,1.02,7.6,8.26,104.22,-1.22,1.4,.39,12.34
07/22/2017,06:45:00,27.13,1.01,7.59,8.21,103.59,-1.11,1.37,.38,12.34
07/22/2017,07:00:00,27.08,1.02,7.6,8.27,104.24,-1.3,1.62,.43,12.36
07/22/2017,07:15:00,27.1,1.02,7.6,8.28,104.39,-.6,1.67,.41,12.36
07/22/2017,07:30:00,27.1,1.02,7.6,8.23,103.72,-1.05,1.49,.4,12.39
07/22/2017,07:45:00,27.08,1.02,7.6,8.26,104.07,-1.1,1.42,.36,12.36
07/22/2017,08:00:00,27.08,1.02,7.61,8.29,104.49,-1.24,1.72,.43,12.43
07/22/2017,08:15:00,27.06,1.02,7.58,8.15,102.7,-1.38,1.38,.39,12.36
07/22/2017,08:30:00,27.06,1.02,7.61,8.25,103.98,-1.25,1.52,.39,12.4
07/22/2017,08:45:00,27.06,1.02,7.63,8.32,104.75,-1.31,1.39,.39,12.38
07/22/2017,09:00:00,27.06,1.02,7.62,8.29,104.46,-1.32,1.46,.39,12.45
07/22/2017,09:15:00,27.05,1.02,7.57,8.18,103.04,-1.49,1.42,.36,12.46
07/22/2017,09:30:00,27.06,1.02,7.59,8.26,104.02,-1.24,2.08,.36,12.49
07/22/2017,09:45:00,27.07,1.02,7.6,8.29,104.48,-1.17,1.49,.4,12.47
07/22/2017,10:00:00,27.06,1.02,7.56,8.27,104.13,-1.18,1.46,.43,12.54
07/22/2017,10:15:00,27.06,1.03,7.54,8.22,103.56,-1.11,1.39,.37,12.57
07/22/2017,10:30:00,27.06,1.02,7.57,8.29,104.4,-1.34,1.43,.37,12.66
07/22/2017,10:45:00,27.07,1.02,7.54,8.15,102.64,-1.35,1.36,.38,12.74
07/22/2017,11:00:00,27.19,1.02,7.57,8.24,104.05,-1.39,1.34,.38,12.71
07/22/2017,11:15:00,27.28,1.02,7.58,8.26,104.46,-1.13,1.36,.4,12.83
07/22/2017,11:30:00,27.37,1.02,7.61,8.34,105.59,-1.31,1.34,.38,12.78
07/22/2017,11:45:00,27.68,1.02,7.65,8.41,107.07,-1.5,1.2,.34,12.78
07/22/2017,12:00:00,27.51,1.02,7.66,8.44,107.15,-1.11,1.34,.38,12.82
07/22/2017,12:15:00,27.44,1.02,7.64,8.42,106.77,-1.4,1.34,.36,12.79
07/22/2017,12:30:00,27.63,1.02,7.62,8.22,104.6,-1.28,1.31,.35,12.81
07/22/2017,12:45:00,27.44,1.01,7.61,8.29,105.18,-1.32,1.28,.34,12.77
07/22/2017,13:00:00,27.43,1,7.8,8.8,111.63,-.83,1.39,.41,12.82
07/22/2017,13:15:00,27.67,1.01,7.81,8.85,112.75,-.97,1.34,.38,12.81
07/22/2017,13:30:00,27.59,1.02,7.81,8.9,113.22,-1.25,1.25,.36,12.83
07/22/2017,13:45:00,27.5,1.01,7.83,8.91,113.09,-1.06,1.41,.39,12.87
07/22/2017,14:00:00,27.54,1,7.8,8.85,112.45,-1.38,1.33,.39,12.87
07/22/2017,14:15:00,27.46,1,7.83,8.89,112.74,-1.15,2.18,.4,12.87
07/22/2017,14:30:00,27.56,1.01,7.9,9.04,114.87,-1.09,1.44,.42,12.89
07/22/2017,14:45:00,27.59,1.02,7.89,9.07,115.31,-.82,1.52,.45,12.83
07/22/2017,15:00:00,27.87,1.02,7.94,9.09,116.16,-.92,1.36,.36,12.87
07/22/2017,15:15:00,27.79,1.01,7.88,9.02,115.13,-1.14,1.38,.36,12.78
07/22/2017,15:30:00,27.66,1.01,7.91,9.03,115.02,-1.25,1.39,.39,12.8
07/22/2017,15:45:00,27.57,1.01,7.79,8.83,112.23,-1.18,1.45,.4,12.79
07/22/2017,16:00:00,27.64,1.02,7.71,8.61,109.59,-1.14,1.39,.38,12.76
07/22/2017,16:15:00,27.78,1.02,7.83,8.81,112.42,-1.2,1.28,.38,12.71
07/22/2017,16:30:00,27.63,1.01,7.77,8.76,111.48,-1.26,1.49,.36,12.73
07/22/2017,16:45:00,27.73,1.02,7.78,8.73,111.27,-1.21,1.53,.41,12.72
07/22/2017,17:00:00,27.72,1.01,7.81,8.85,112.85,-1.14,1.41,.4,12.69
07/22/2017,17:15:00,27.57,1.02,7.65,8.4,106.77,-1.25,1.38,.34,12.7
07/22/2017,17:30:00,27.61,1.02,7.65,8.37,106.44,-1.17,1.3,.37,12.69
07/22/2017,17:45:00,27.57,1.03,7.64,8.25,104.89,-1.14,1.11,.34,12.65
07/22/2017,18:00:00,27.41,1.03,7.48,7.91,100.22,-1.21,1.23,.32,12.63
07/22/2017,18:15:00,27.36,1.03,7.53,8.13,102.91,-1.28,1.43,.33,12.57
07/22/2017,18:30:00,27.26,1.02,7.57,8.25,104.27,-1.21,1.43,.35,12.58
07/22/2017,18:45:00,27.31,1.02,7.63,8.41,106.4,-1.29,1.57,.37,12.59
07/22/2017,19:00:00,27.18,1,7.68,8.55,107.98,-1.18,1.5,.42,12.55
07/22/2017,19:15:00,27.17,1.01,7.63,8.48,106.98,-1.06,1.48,.41,12.54
07/22/2017,19:30:00,27.05,1.02,7.5,8.06,101.49,-1.31,1.5,.37,12.51
07/22/2017,19:45:00,27.07,1.01,7.55,8.22,103.55,-1.21,2.68,.39,12.5
07/22/2017,20:00:00,27.19,1.01,7.6,8.36,105.57,-1.19,1.49,.38,12.52
07/22/2017,20:15:00,27.02,1.01,7.58,8.29,104.39,-1.18,1.83,.4,12.51
07/22/2017,20:30:00,27.13,1.01,7.59,8.26,104.25,-1.26,1.96,.38,12.5
07/22/2017,20:45:00,27.15,1.02,7.62,8.37,105.62,-1.14,1.75,.45,12.5
07/22/2017,21:00:00,27.1,1.01,7.55,8.18,103.08,-1.25,1.07,.4,12.5
07/22/2017,21:15:00,27.07,1.02,7.54,8.05,101.42,-1.16,1.66,.38,12.45
07/22/2017,21:30:00,27.09,1.02,7.6,8.2,103.31,-1.43,1.38,.46,12.47
07/22/2017,21:45:00,27.06,1.02,7.56,8.05,101.41,-1.37,1.76,.4,12.46
07/22/2017,22:00:00,27.05,1.02,7.53,8.03,101.13,-1.34,1.49,.39,12.46
07/22/2017,22:15:00,27.04,1.02,7.52,7.96,100.28,-1.25,1.49,.41,12.47
07/22/2017,22:30:00,27.03,1.02,7.54,8.05,101.36,-1.47,1.5,.4,12.46
07/22/2017,22:45:00,27.01,1.02,7.51,7.91,99.57,-1.5,2.71,.37,12.47
07/22/2017,23:00:00,26.98,1.03,7.52,7.9,99.34,-1.41,1.51,.4,12.43
